,충전소명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,완속충전기대수,급속충전기대수,주차료부과여부,위도,경도
204,동작주차공원 공영주차장,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.50389272,126.97765690000001
205,현대남부서비스센터,연중무휴,0:00,23:59,N,Y,0.0,1.0,N,37.51394627,126.9344456
206,동작구청,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.51252922,126.9399439
207,숭실대학교,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.496429600000006,126.9551598
208,한국전력관악동작지사,연중무휴,0:00,23:00,N,Y,0.0,1.0,Y,37.47830829,126.98095670000001
209,서울시여성가족재단,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.51161025,126.92722690000001
210,숭실대학교,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.496429600000006,126.9551598
211,숭실대학교,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.496429600000006,126.9551598
212,숭실대학교,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.496429600000006,126.9551598
213,숭실대학교,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.496429600000006,126.9551598
214,숭실대학교,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.496429600000006,126.9551598
215,숭실대학교,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.496429600000006,126.9551598
216,숭실대학교,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.496429600000006,126.9551598
217,숭실대학교,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.496429600000006,126.9551598
218,남부수도사업소,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.49241456,126.9153994
219,종로구_가회동주민센터,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.58004996,126.98478899999999
220,서울시 성균관대학교 인문사회과학캠퍼스,연중무휴,0:00,23:59,Y,N,5.0,0.0,Y,37.58722985,126.99311609999998
221,경희궁3단지아파트302동,연중무휴,0:00,23:59,Y,N,4.0,0.0,N,37.56892752,126.96514540000001
222,경희궁3단지아파트306동,연중무휴,0:00,23:59,Y,N,3.0,0.0,N,37.56892752,126.96514540000001
223,춘원당한방박물관,연중무휴,9:00,18:00,Y,N,2.0,0.0,Y,37.571501899999994,126.99024240000001
224,SK서린빌딩,연중무휴,6:00,23:59,N,Y,0.0,2.0,Y,37.56969146,126.9803041
225,인왕산아이파크,연중무휴,0:00,23:59,Y,N,3.0,0.0,Y,37.57767108,126.9553557
226,광화문풍림스페이스본,연중무휴,0:00,23:59,Y,N,3.0,0.0,Y,37.5746552,126.968575
227,변산힐링밸리민박,연중무휴,0:00,23:59,Y,N,2.0,0.0,Y,37.57610457,126.9987457
228,성북벤처빌딩 공영주차장,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.60935729,127.05303500000001
229,고려대학교,연중무휴,0:00,23:59,N,Y,0.0,2.0,Y,37.58870342,127.03169809999999
230,고려대학교(자연과학),연중무휴,0:00,23:59,Y,Y,1.0,1.0,Y,37.58870342,127.03169809999999
231,성북구 보건소,연중무휴,9:00,18:00,Y,N,1.0,0.0,Y,37.60270967,127.0395315
232,이마트 하월곡점,연중무휴,0:00,23:59,Y,Y,2.0,8.0,Y,37.6050584,127.03098929999999
233,서경대학교 1주차장,연중무휴,0:00,23:55,Y,N,2.0,0.0,Y,37.61487175,127.0127852
234,서경대학교 2주차장,연중무휴,0:00,23:55,Y,N,5.0,0.0,Y,37.61487175,127.0127852
235,성북소방서,주말,9:00,18:00,Y,N,1.0,0.0,Y,37.60242371,127.03174920000001
236,한국예술종합학교(종로),연중무휴,0:00,22:00,N,Y,0.0,1.0,Y,37.58203308,126.9970157
237,서울역사박물관,연중무휴,0:00,23:59,N,Y,0.0,2.0,Y,37.57050028,126.9703743
238,부암동 주민센터,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.59241069,126.9640655
239,서울역사박물관,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.57050028,126.9703743
240,광화문시민열린마당 공영주차장,연중무휴,0:00,23:59,Y,Y,1.0,3.0,Y,37.575336,126.97888529999999
241,서울시 서울디자인 지원센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.57285709,127.00851259999999
242,서울시 종로소방서,연중무휴,9:00,18:00,Y,N,1.0,0.0,Y,37.57285191,126.97890859999998
243,더케이트윈타워,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.574726,126.9790213
244,대학로서울대학교병원,연중무휴,0:00,23:59,Y,N,2.0,0.0,Y,37.57791378,127.00039850000002
245,석탄회관 지하주차장,공휴일,8:00,22:00,N,Y,0.0,1.0,Y,37.57290982,126.98033490000002
246,국립현대미술관 서울관 주차장,연중무휴,0:00,23:59,N,Y,0.0,2.0,Y,37.57862929,126.9800889
247,종로구보건소,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.58183089,126.96922409999999
248,종로구청,연중무휴,0:00,23:59,Y,N,1.0,0.0,Y,37.57319787,126.9788134
249,서울시청 차량지원실,공휴일,13:00,18:00,Y,N,1.0,0.0,Y,37.57066849,126.9660139
250,종로구_무악동주민센터,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.57599986,126.95815959999999
251,종로구_교남동주민센터,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.57191423,126.96196090000002
252,종로구_창신1동주민센터,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.5707191,127.016341
253,종로구_창신3동주민센터,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.57802821,127.01455849999999
254,종로구_숭인1동주민센터,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.57782264,127.01562709999999
255,종로구_숭인2동주민센터,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.57487394,127.01995990000002
256,내수동경희궁파크팰리스,연중무휴,0:00,23:59,Y,N,3.0,0.0,Y,37.57393132,126.9705903
257,서울시청 차량지원실,공휴일,13:00,18:00,Y,N,6.0,0.0,Y,37.57066849,126.9660139
258,서울시 종로소방서,공휴일,9:00,18:00,Y,N,1.0,0.0,Y,37.57285191,126.97890859999998
259,자양4동주민센터,연중무휴,9:00,18:00,Y,N,1.0,0.0,N,37.534055,127.06404199999999
260,자양3동주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,N,37.533794,127.070701
261,자양2동주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,N,37.528775,127.08235800000001
262,자양1동주민센터,연중무휴,9:00,18:00,Y,N,1.0,0.0,N,37.53451232,127.0824662
263,구의3동주민센터,"매주 토, 일",9:00,18:00,Y,N,1.0,0.0,N,37.538066,127.089692
264,구의2동주민센터,연중무휴,9:00,18:00,Y,N,1.0,0.0,N,37.547202,127.087722
265,광장동주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,N,37.546803999999995,127.100931
266,능동주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,N,37.553717,127.07834299999999
267,종묘 공영주차장,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.57313479,126.9948652
268,세종로 공영주차장,연중무휴,0:00,23:59,N,Y,0.0,1.0,N,37.57343159,126.9759607
269,태화빌딩,연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.57198786,126.9848405
270,광진구청 주차장,연중무휴,0:00,23:59,N,Y,0.0,1.0,N,37.53826753,127.08203470000001
271,자양2동유수지 공영주차장,연중무휴,0:00,23:59,N,Y,0.0,2.0,Y,37.52938581,127.0775284
272,중곡4동주민센터,연중무휴,9:00,18:00,Y,N,1.0,0.0,N,37.559053000000006,127.087223
273,중곡3동주민센터,연중무휴,9:00,18:00,Y,N,1.0,0.0,N,37.561252,127.069992
274,중곡2동주민센터,연중무휴,9:00,18:00,Y,N,1.0,0.0,N,37.559053000000006,127.087223
275,중곡1동주민센터,연중무휴,9:00,18:00,Y,N,1.0,0.0,N,37.560511,127.07786399999999
276,군자동주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,N,37.555122,127.07368799999999
277,화양동주민센터,"매주 토, 일",9:00,12:00,Y,N,1.0,0.0,N,37.546406,127.069138
278,이마트 성수점(지상5층 주차장),연중무휴,10:00,23:00,N,Y,0,0,Y,37.53993004,127.05349270000002
279,그랜드앰배서더 서울,연중무휴,0:00,23:59,N,Y,0.0,1.0,N,37.560133,127.0023044
280,제일모직아울렛 건너편(공중전화부스),연중무휴,0:00,0:00,N,Y,0.0,1.0,N,37.47438522,126.88830800000001
281,홈플러스 시흥점,"2,4째 일요일",10:00,23:59,N,Y,0.0,1.0,Y,37.4519767,126.90075800000001
282,독산1동 공영주차장,연중무휴,0:00,0:00,N,Y,0.0,1.0,Y,37.46494122,126.89481570000001
283,롯데VIC마켓금천점,연중무휴,0:00,0:00,N,Y,0.0,2.0,Y,37.47062285,126.8956692
284,가산동 공영주차장,연중무휴,0:00,0:00,N,Y,0.0,1.0,Y,37.476695,126.895518
285,시티렉스,연중무휴,0:00,0:00,N,Y,0.0,1.0,Y,37.469327299999996,126.897052
286,기아 시흥 서비스센터,토일,8:30,17:30,N,Y,0.0,1.0,N,37.4523705,126.8983483
287,금천구청,연중무휴,6:00,23:00,N,Y,0.0,1.0,Y,37.45706565,126.8960369
288,시흥4동 공영주차장,연중무휴,0:00,0:00,N,Y,0.0,1.0,Y,37.45934816,126.90935079999998
289,홈플러스 금천점,"2,4째 일요일",10:00,23:59,N,Y,0.0,2.0,Y,37.468649299999996,126.8968106
290,동일테크노타운2차,연중무휴,6:00,23:00,N,Y,0.0,1.0,Y,37.46922332,126.8933764
291,마리오아울렛3관,연중무휴,0:00,0:00,N,Y,0.0,2.0,Y,37.47844577,126.8850808
292,금호동래미안하이리버,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55227254,127.02423619999999
293,금호동래미안하이리버,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55227254,127.02423619999999
294,광진성동지사,연중무휴,9:00,18:00,N,Y,0,0,Y,37.5677096,127.03405719999999
295,서울시 금호1가동 주민센터,주말및공휴일,10:00,17:00,Y,N,0,0,Y,37.554836,127.02173400000001
296,서울시 금호4가동 주민센터,연중무휴,9:30,17:30,Y,N,0,0,Y,37.547171999999996,127.022246
297,서울시 응봉동 주민센터,연중무휴,9:00,18:00,Y,N,0,0,Y,37.55313887,127.03340320000001
298,신금호파크자이,연중무휴,0:00,0:00,N,Y,0,0,Y,37.55628488,127.01815320000001
299,신금호파크자이,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55628488,127.01815320000001
300,신금호파크자이,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55628488,127.01815320000001
301,신금호파크자이,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55628488,127.01815320000001
302,신금호파크자이,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55628488,127.01815320000001
303,성수동 대림로즈빌아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.5416632,127.045777
304,행당동신동아아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55410514,127.0319551
305,행당동신동아아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55410514,127.0319551
306,성수동아이파크,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54792592,127.05647240000002
307,어울림더리버,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54185092,127.0178872
308,서울숲 포휴,연중무휴,8:00,18:00,Y,N,0,0,Y,37.54269417,127.04520729999999
309,서울숲 포휴,연중무휴,8:00,18:00,Y,N,0,0,Y,37.54269417,127.04520729999999
310,효창동 주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,n,37.542338,126.962043
311,홍은1동주민센터 전기차충전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.59885182,126.94714450000001
312,홍은2동주민센터 전기차충전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.58010825,126.93415209999999
313,홍제견인차량보관소 주차장 전기차충전소,X,0:00,0:00,Y,Y,1.0,1.0,N,37.590833700000005,126.9410088
314,홍제2동주민센터 전기차충전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.58610556,126.94936809999999
315,홍제3동주민센터 전기차충전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.5937254,126.9496936
316,북가좌1동주민센터 전기차충전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.574369299999994,126.91013570000001
317,북가좌2동주민센터 전기차충전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.5814484,126.91117779999999
318,남가좌1동주민센터 전기차충전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.5732691,126.9197817
319,남가좌2동주민센터,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.57843343,126.92386529999999
320,천연동주민센터 전기차충전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.57111318,126.9590679
321,신촌동주민센터 전기차중전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.55954878,126.94350530000001
322,충현동주민센터 전기차중전소,"주말, 공휴일",9:00,18:00,Y,N,1.0,0.0,N,37.56480823,126.95472050000001
323,홍은1동 제4공영주차장 전기차충전소,X,0:00,0:00,N,Y,0.0,1.0,Y,37.60152686,126.949151
324,서대문구청 광장 전기차충전소,X,0:00,0:00,Y,Y,1.0,1.0,Y,37.57915463,126.93675479999999
325,그랜드힐튼호텔,X,0:00,0:00,N,Y,0.0,1.0,N,37.58941077,126.93535770000001
326,금호동래미안하이리버,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55227254,127.02423619999999
327,금호초등학교,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55189839,127.02075500000001
328,헤이그라운드,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54447353,127.0477793
329,성수동동아그린아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55085954,127.04842620000001
330,성수동동아그린아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55085954,127.04842620000001
331,성수동동아그린아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55085954,127.04842620000001
332,동부수도사업소,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55927589,127.03538429999999
333,동부수도사업소,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55927589,127.03538429999999
334,동부수도사업소,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55927589,127.03538429999999
335,동부수도사업소,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55927589,127.03538429999999
336,린하우스,연중무휴,0:00,0:00,N,Y,0,0,Y,37.55111146,127.04930449999999
337,금호동래미안하이리버,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55227254,127.02423619999999
338,금호동래미안하이리버,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55227254,127.02423619999999
339,서울시 성수2가1동 주민센터,연중무휴,0:00,0:00,Y,N,0,0,Y,37.539413,127.05401
340,서울시 송정동 주민센터,연중무휴,0:00,0:00,Y,N,0,0,Y,37.554466999999995,127.069624
341,서울시 시설관리공단,연중무휴,0:00,0:00,Y,N,0,0,Y,37.571583000000004,127.036142
342,서울시 시설관리공단,연중무휴,0:00,0:00,Y,N,0,0,Y,37.571583000000004,127.036142
343,서울시 왕십리2동 주민센터,연중무휴,0:00,0:00,Y,N,0,0,Y,37.561005,127.030528
344,성수동아이파크,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54792592,127.05647240000002
345,성수동아이파크,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54792592,127.05647240000002
346,성수동아이파크,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54792592,127.05647240000002
347,성수동아이파크,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54792592,127.05647240000002
348,서울새활용플라자,연중무휴,0:00,0:00,Y,N,0,0,Y,37.558576,127.05830300000001
349,서울새활용플라자,연중무휴,0:00,0:00,Y,N,0,0,Y,37.558576,127.05830300000001
350,서울새활용플라자,연중무휴,0:00,0:00,Y,N,0,0,Y,37.558576,127.05830300000001
351,청계대주파크빌,연중무휴,0:00,0:00,Y,N,0,0,Y,37.56746527,127.03139479999999
352,마장동중앙하이츠아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.56535816,127.03935790000001
353,서울숲아이파크,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55250012,127.06870259999998
354,서울숲아이파크,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55250012,127.06870259999998
355,성수동 대림로즈빌아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.5416632,127.045777
356,성수우방2차아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54866342,127.05148020000001
357,성수우방2차아파트,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54866342,127.05148020000001
358,서울숲IT캐슬,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55097994,127.0447189
359,서울숲IT캐슬,연중무휴,0:00,0:00,Y,N,0,0,Y,37.55097994,127.0447189
360,성수동금강아미움,연중무휴,0:00,0:00,Y,N,0,0,Y,37.54672068,127.0595358
361,도선동공영주차장,연중무휴,0:00,0:00,Y,N,0,0,Y,37.56550468,127.03147549999998
362,왕십리KCC스위첸,연중무휴,0:00,0:00,Y,N,0,0,Y,37.5606044,127.0268737
363,왕십리KCC스위첸,연중무휴,0:00,0:00,Y,N,0,0,Y,37.5606044,127.0268737
364,북한산국립공원 정릉 주차장(정릉탐방지원센터),연중무휴,0:00,23:59,N,Y,0.0,1.0,Y,37.6184681,126.99690249999999
365,이마트 미아점,연중무휴,0:00,23:59,Y,Y,1.0,2.0,Y,37.61085386,127.02986820000001
366,국민대,연중무휴,0:00,23:59,N,Y,0.0,2.0,Y,37.61028820000001,126.99852309999999
367,전쟁기념관,월요일 휴무?(월요일이 포함된 연휴때는 연휴 다음날 휴관),9:00,18:00,N,Y,0.0,3.0,y,37.536518,126.974447
368,보광동 주민센터,주중 09:00~18:00/주말 x,9:00,18:00,Y,N,1.0,0.0,n,37.526157,127.000327
369,용산전자상가,연중무휴,0:00,23:59,Y,N,3.0,0.0,y,37.532892,126.958258
370,청파동 주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,n,37.545226,126.96987309999999
371,용산파크자이,연중무휴,0:00,23:59,Y,N,5.0,0.0,n,37.536676,126.97294699999999
372,용산역 아이파크몰,주중/주말,0:00,23:59,N,Y,11.0,10.0,y,37.5297718,126.963895
373,서울용산_웅비기업,연중무휴,0:00,23:59,Y,N,2.0,0.0,y,37.541073,126.9725561
374,한강트럼프월드3차,연중무휴,0:00,23:59,Y,N,4.0,0.0,n,37.523244,126.96312900000001
375,국방부 서문 주차장,연중무휴,0:00,23:59,N,Y,0.0,1.0,n,37.533175,126.97551100000001
376,용산아스테리움,연중무휴,0:00,23:59,Y,N,5.0,0.0,n,37.527335,126.968951
377,한강로동 주민센터,주중 09:00~18:00/주말 x,0:00,23:59,Y,N,1.0,0.0,n,37.527567,126.968245
378,KCC IT 타워,연중무휴,0:00,23:59,N,Y,0.0,1.0,y,37.54844358,126.972274
379,용산주차빌딩,연중무휴,0:00,23:59,N,Y,3.0,1.0,y,37.534377,126.964327
380,용산전자상가1 공영주차장,8:00~22:00 이외 무료,0:00,23:59,N,Y,0.0,1.0,y,37.532293,126.963895
381,한국타이어 한남점,연중무휴,0:00,23:59,Y,Y,1.0,2.0,n,37.535548999999996,127.006099
382,이태원2동공영주차장,연중무휴(명절 무료개방),0:00,23:59,Y,Y,1.0,2.0,y,37.540439,126.992604
383,이태원2동 주민센터,주중 09:00~18:00/주말x,0:00,23:59,Y,N,1.0,0.0,n,37.542043,126.98993300000001
384,원효2동 주민센터,"주말 휴무, 평일 9:00~18:00",0:00,23:59,Y,N,1.0,0.0,n,37.534495,126.95141799999999
385,후암동 주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,n,37.548708000000005,126.97808500000001
386,용산구청,7:00~22:00 (22:00이후 폐쇄),9:00,18:00,Y,N,5.0,0.0,y,37.53245229,126.99047879999999
387,남영동 주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,n,37.546102000000005,126.9748246
388,용산보건소 보건분소,연중무휴,0:00,23:59,Y,N,1.0,0.0,y,37.538537,126.965977
389,이태원1동 주민센터,주중 09:00~18:00/주말 x,9:00,18:00,Y,N,1.0,0.0,n,37.532433000000005,126.99500800000001
390,용산 오산고등학교,학교 운영시간 내 이용가능,0:00,23:59,Y,N,1.0,0.0,n,37.523639,126.998424
391,용문동 주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,n,37.539052000000005,126.957802
392,서빙고동 주민센터,연중무휴,9:00,18:00,Y,N,1.0,0.0,n,37.520157,126.99463100000001
393,용산파크타워,연중무휴,0:00,23:59,Y,Y,3.0,1.0,n,37.527817,126.97038300000001
394,용산2가동 주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,y,37.545858,126.98533799999998
395,국립 중앙 박물관,주중 06:00~22:00 (명절휴무),0:00,23:59,Y,Y,3.0,6.0,y,37.524128000000005,126.979157
396,신창동 공영주차장,연중무휴,0:00,23:59,N,Y,0.0,1.0,y,37.535326,126.955463
397,이촌2동 주민센터,연중무휴,0:00,23:59,Y,N,1.0,0.0,n,37.526128,126.95488700000001
398,LG한강자이아파트입주자대표회의,연중무휴,0:00,23:59,Y,N,4.0,0.0,n,37.52035551,126.9713608
399,이촌1동 주민센터,주중 06:00~22:00/토요일 08:00~18:00/일요일 09:00~18:00,0:00,23:59,Y,N,1.0,0.0,n,37.521594,126.97314399999999
400,한남동 공영주차장,연중무휴,0:00,23:59,Y,Y,1.0,2.0,y,37.536859,127.00139399999999
401,한일병원,연중무휴,0:00,24:00:00,N,Y,0.0,1.0,Y,37.64668449,127.02905759999999
402,쌍문2동 제3공영주차장,연중무휴,0:00,24:00:00,N,Y,0.0,1.0,Y,37.661333,127.03865400000001
403,도봉산환승주차장,연중무휴,0:00,24:00:00,N,Y,0.0,1.0,Y,37.69047896,127.0422447
404,도봉기적의 도서관,연중무휴,0:00,24:00:00,N,Y,0.0,1.0,Y,37.68080297,127.050169
405,쌍문3동 제2공영주차장,연중무휴,0:00,24:00:00,N,Y,0.0,1.0,Y,37.649522,127.029375
